case_no,applicant_citizenship,visa_type,employer_name,job_city,job_state,wages,applicant_highest_education,major_study,decision_date,case_status
A-16034-68651,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,ELECTRONIC ENGINEERING (ENGINEERING RELATED),6/20/2016,Certified
A-16012-60092,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,83138,Master's,INFORMATION MANAGEMENT (INFORMATION SYSTEMS RELATED),6/20/2016,Certified
A-15337-46352,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115814,Bachelor's,COMPUTER INFORMATION SYSTEMS (INFORMATION SYSTEMS RELATED),6/20/2016,Certified
A-15337-46404,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,59093,Master's,OPERATIONS RESEARCH,6/20/2016,Certified
A-15341-47549,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,105331,Doctorate,MECHANICAL ENGINEERING (ENGINEERING RELATED),6/20/2016,Certified
A-16039-70491,TAIWAN,H-1B,MICROSOFT CORPORATION,Mountain View,CA,117499,Master's,ELECTRICAL ENGINEERING SYSTEMS (ENGINEERING RELATED),6/20/2016,Certified
A-16043-72617,SYRIA,F-1,MICROSOFT CORPORATION,Redmond,WA,73486,Doctorate,COMPUTER SCIENCE AND ENGINEERING,6/21/2016,Certified
A-16033-68357,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,85176,Master's,MANAGEMENT INFORMATION SYSTEMS,6/21/2016,Certified
A-16042-72179,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER INFORMATION SYSTEMS AND BUSINESS ADMINISTRATION,6/21/2016,Certified
A-16033-68335,NIGERIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,ELECTRICAL ENGINEERING,6/21/2016,Certified
A-16043-72738,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,INFORMATION SYSTEMS,6/21/2016,Certified
A-16035-69248,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),6/21/2016,Certified
A-16042-72299,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL ENGINEERING (ENGINEEERING RELATED),6/21/2016,Certified
A-16041-71572,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/21/2016,Certified
A-16041-71665,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE AND ENGINEERING,6/21/2016,Certified
A-16026-65248,TURKEY,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),6/21/2016,Certified
A-16026-65278,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101337,Bachelor's,ELECTRONIC ENGINEERING,6/21/2016,Certified
A-16043-72418,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,99466,Other,"PHYSICS, MATHEMATICS, COMPUTER SCIENCE",6/21/2016,Certified
A-16042-72227,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,87838,Bachelor's,ELECTRONIC ENGINEERING,6/21/2016,Certified
A-15352-52843,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,82618,Master's,ELECTRICAL AND ELECTRONIC ENGINEERING,6/21/2016,Certified
A-16050-75061,INDIA,F-1,MICROSOFT CORPORATION,Edina,MN,69368,Master's,BUSINESS ADMINISTRATION,6/22/2016,Certified
A-16050-74907,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER INFORMATION SYSTEMS,6/22/2016,Certified
A-15356-53695,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,MECHANICAL ENGINEERING (ENGINEERING RELATED),6/22/2016,Certified
A-16053-75265,PAKISTAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,6/22/2016,Certified
A-15357-54197,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,6/22/2016,Certified
A-16036-69916,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,INFORMATION MANAGEMENT,6/22/2016,Certified
A-16036-69997,BRAZIL,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,6/22/2016,Certified
A-15356-53812,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,99466,Master's,INFORMATION MANAGEMENT (INFORMATION SYSTEMS RELATED),6/22/2016,Certified
A-16032-67559,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,59093,Master's,FINANCE,6/22/2016,Certified
A-16080-86717,CHINA,H-1B,MICROSOFT CORPORATION,Cambridge,MA,70304,Doctorate,BIOSTATISTICS (EPIDEMIOLOGY AND PUBLIC HEALTH),6/22/2016,Certified
A-16027-66101,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),6/23/2016,Certified
A-16056-77020,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMMUNICATIONS,6/23/2016,Certified
A-16028-66520,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/23/2016,Certified
A-16034-68974,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER AND INFORMATION SCIENCE,6/23/2016,Certified
A-16034-68984,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER SCIENCE,6/23/2016,Certified
A-16054-75965,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/23/2016,Certified
A-16056-77211,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,ENGINEERING MANAGEMENT,6/23/2016,Certified
A-16057-77672,TAIWAN,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL ENGINEERING-SYSTEMS,6/23/2016,Certified
A-16040-70778,PAKISTAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,6/23/2016,Certified
A-16041-71622,SOUTH KOREA,H-1B,MICROSOFT CORPORATION,Sunnyvale,CA,120349,Master's,ENTERTAINMENT TECHNOLOGY,6/23/2016,Certified
A-16028-66397,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING (RELATED TO ENGINEERING),6/23/2016,Certified
A-16028-66422,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/23/2016,Certified
A-16076-85035,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/23/2016,Certified
A-16074-84208,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING,6/23/2016,Certified
A-16028-66346,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115814,Master's,COMPUTER ENGINEERING,6/23/2016,Certified
A-16028-66451,INDIA,H-1B,MICROSOFT CORPORATION,Mountain View,CA,119350,Master's,SOFTWARE ENGINEERING (ENGINEERING RELATED),6/23/2016,Certified
A-16042-72021,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,97115,Master's,BUSINESS ADMINISTRATION,6/24/2016,Certified
A-16069-82223,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,MATHEMATICS AND COMPUTER SCIENCE,6/24/2016,Certified
A-16042-72043,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),6/24/2016,Certified
A-16054-75730,MALAYSIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,6/24/2016,Certified
A-16057-77588,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING,6/24/2016,Certified
A-16057-77600,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,COMPUTER SCIENCE,6/24/2016,Certified
A-16061-78689,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,SYSTEMS ENGINEERING,6/24/2016,Certified
A-16064-80408,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,6/24/2016,Certified
A-16067-81095,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/24/2016,Certified
A-16067-81351,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING,6/24/2016,Certified
A-16035-69318,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING,6/24/2016,Certified
A-16057-77680,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/24/2016,Certified
A-16068-81588,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/24/2016,Certified
A-16042-72027,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,6/24/2016,Certified
A-16035-69430,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,6/24/2016,Certified
A-16076-85331,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,91582,Other,COMMERCE (RELATED TO BUSINESS ADMINISTRATION),6/27/2016,Certified
A-16049-74288,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,None,,6/27/2016,Certified
A-16074-83915,MEXICO,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING,6/27/2016,Certified
A-16050-74733,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,99466,Master's,COMPUTER SCIENCE,6/27/2016,Certified
A-16061-78528,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,ELECTRICAL AND COMPUTER ENGINEERING,6/28/2016,Certified
A-16061-78500,RUSSIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,ENGINEERING,6/28/2016,Certified
A-16049-74588,CHINA,F-1,MICROSOFT CORPORATION,Edina,MN,97365,Master's,UNIVERSITY OF NORTH CAROLINA,6/30/2016,Certified
A-15355-53517,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,63045,Doctorate,COMPUTER & INFORMATION SCIENCE & ENGINEERING,6/30/2016,Withdrawn
A-16077-85727,CANADA,H-1B,MICROSOFT CORPORATION,Madison,WI,81349,Doctorate,COMPUTER SCIENCES,7/1/2016,Certified
A-15338-46697,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,132246,Master's,SUPPLY CHAIN MANAGEMENT,7/5/2016,Certified
A-16029-67053,RUSSIA,F-1,MICROSOFT CORPORATION,Redmond,WA,45469,Master's,HUMAN RESOURCES MANAGEMENT AND DEVELOPMENT,7/5/2016,Certified
A-16050-74948,ARGENTINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,76835,Master's,BUSINESS ADMINISTRATION,7/5/2016,Certified
A-15335-45020,ARGENTINA,F-1,MICROSOFT CORPORATION,Redmond,WA,45261,Master's,BUSINESS ADMINISTRATION,7/5/2016,Certified
A-15341-47338,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,69243,Master's,BUSINESS ADMINISTRATION,7/5/2016,Certified
A-15141-78803,INDIA,H-1B,MICROSOFT CORPORATION,San Francisco,CA,74922,Bachelor's,ELECTRICAL ENGINEERING,7/5/2016,Certified
A-15338-46851,INDIA,H-1B,MICROSOFT CORPORATION,Cambridge,MA,73715,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-15153-81954,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),7/5/2016,Certified
A-16029-66839,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-16029-66905,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/5/2016,Certified
A-16050-75030,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,7/5/2016,Certified
A-16070-82927,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING,7/5/2016,Certified
A-16068-81692,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-15338-46573,FRANCE,H-1B,MICROSOFT CORPORATION,New York,NY,91562,Master's,BUSINESS MANAGEMENT,7/5/2016,Certified
A-16076-85139,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,7/5/2016,Certified
A-16076-85170,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-16076-85281,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL ENGINEERING,7/5/2016,Certified
A-16075-84509,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-16076-85338,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,MATHEMATICS AND COMPUTER SCIENCE,7/5/2016,Certified
A-16077-85807,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING,7/5/2016,Certified
A-16077-86033,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-15337-46283,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,83138,Master's,NETWORKED SYSTEMS (INFORMATION SYSTEMS RELATED),7/5/2016,Certified
A-15341-47193,VIETNAM,H-1B,MICROSOFT CORPORATION,Irving,TX,72301,Master's,INFORMATION SYSTEMS MANAGEMENT,7/5/2016,Certified
A-16029-66888,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,59093,Master's,INDUSTRIAL ENGINEERING,7/5/2016,Certified
A-15342-47837,SWEDEN,H-1B,MICROSOFT CORPORATION,Redmond,WA,60237,None,,7/5/2016,Certified
A-16013-60559,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115565,Master's,BUSINESS ADMINISTRATION,7/6/2016,Certified
A-16021-63824,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,45261,Master's,BUSINESS ADMINISTRATION,7/6/2016,Certified
A-16007-58649,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,45261,Master's,BUSINESS ADMINISTRATION,7/6/2016,Certified
A-15344-49098,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,83179,Master's,BUSINESS ADMINISTRATION,7/6/2016,Certified
A-15210-03371,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/6/2016,Certified
A-16006-58090,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE AND ENGINEERING,7/6/2016,Certified
A-16027-65964,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER APPLICATIONS,7/6/2016,Certified
A-16027-66094,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/6/2016,Certified
A-16013-60481,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/6/2016,Certified
A-16054-75778,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101337,Bachelor's,ELECTRONIC ENGINEERING,7/6/2016,Certified
A-16014-61469,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER INFORMATION SYSTEMS,7/6/2016,Certified
A-16015-61633,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,INFORMATION SYSTEMS,7/6/2016,Certified
A-16015-61848,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,7/6/2016,Certified
A-15356-53933,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE AND ENGINEERING,7/6/2016,Certified
A-16009-59271,SWEDEN,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,None,,7/6/2016,Certified
A-16068-81932,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING,7/6/2016,Certified
A-15364-55776,EGYPT,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Bachelor's,COMPUTER SCIENCE,7/6/2016,Certified
A-16007-58512,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/6/2016,Certified
A-16020-62921,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/6/2016,Certified
A-16027-65950,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/6/2016,Certified
A-15342-48168,NEW ZEALAND,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/6/2016,Certified
A-15365-56142,RUSSIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,INFORMATION TECHNOLOGY (INFORMATION SYSTEMS RELATED),7/6/2016,Certified
A-16006-58097,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,99466,Master's,COMPUTER SCIENCE,7/6/2016,Certified
A-16013-60715,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,83138,Master's,COMPUTER SCIENCE,7/6/2016,Certified
A-16027-66004,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,59093,Doctorate,COMPUTER SCIENCE,7/6/2016,Certified
A-16007-58355,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,82618,Doctorate,MECHANICAL ENGINEERING (ENGINEERING RELATED),7/6/2016,Certified
A-16011-59465,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,45469,Master's,LEARNING AND ORGANIZATIONAL CHANGE,7/7/2016,Certified
A-16015-61966,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,50066,Master's,INDUSTRIAL ENGINEERING,7/7/2016,Certified
A-16040-70982,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/7/2016,Certified
A-16033-68374,SOUTH KOREA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Doctorate,COMPUTER SCIENCE,7/7/2016,Certified
A-15344-49324,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-15344-49362,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-16047-73435,MEXICO,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING,7/7/2016,Certified
A-16047-73548,PERU,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER SCIENCE,7/7/2016,Certified
A-16047-73557,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-16025-64895,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-16011-59446,CHINA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-16039-70652,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,INFORMATION MANAGEMENT,7/7/2016,Certified
A-16039-70667,KAZAKHSTAN,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Bachelor's,PHYSICS,7/7/2016,Certified
A-16039-70688,MEXICO,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/7/2016,Certified
A-16040-70829,INDIA,F-1,MICROSOFT CORPORATION,Sunnyvale,CA,120349,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-16040-70891,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,COMPUTER SCIENCE,7/7/2016,Certified
A-16026-65193,INDIA,H-1B,MICROSOFT CORPORATION,San Francisco,CA,117603,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-16026-65349,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,7/7/2016,Certified
A-16026-65438,CANADA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,COMPUTER SCIENCE,7/7/2016,Certified
A-16028-66516,JAPAN,H-1B,MICROSOFT CORPORATION,Mountain View,CA,142376,Bachelor's,INFORMATION SCIENCE,7/7/2016,Certified
A-16005-57068,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),7/7/2016,Certified
A-16005-57077,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,ELECTRICAL AND COMPUTER ENGINEERING (ENGINEERING REALTED),7/7/2016,Certified
A-15329-43669,EGYPT,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Bachelor's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/7/2016,Certified
A-16033-68098,IRAN,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,COMPUTING AND INFORMATION SCIENCES,7/7/2016,Certified
A-16033-68328,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115814,Bachelor's,COMPUTER ENGINEERING,7/7/2016,Certified
A-16026-65194,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115814,Master's,INDUSTRIAL TECHNOLOGY (RELATED TO COMPUTER SCIENCE),7/7/2016,Certified
A-16028-66513,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115814,Bachelor's,COMPUTER ENGINEERING,7/7/2016,Certified
A-16041-71364,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,71032,Master's,BUSINESS ADMINISTRATION,7/7/2016,Certified
A-16036-69779,COLOMBIA,F-1,MICROSOFT CORPORATION,Redmond,WA,115565,Master's,BUSINESS ADMINISTRATION,7/8/2016,Certified
A-16043-72480,FRANCE,H-1B,MICROSOFT CORPORATION,New York,NY,108493,Bachelor's,MATHEMATICS,7/8/2016,Certified
A-16025-64775,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,51542,Master's,HUMAN RESOURCES/INDUSTRIAL RELATIONS,7/8/2016,Certified
A-16043-72621,MEXICO,F-1,MICROSOFT CORPORATION,Redmond,WA,69243,Master's,BUSINESS ADMINISTRATION,7/8/2016,Certified
A-16034-68924,BRAZIL,F-1,MICROSOFT CORPORATION,Redmond,WA,69243,Master's,BUSINESS ADMINISTRATION,7/8/2016,Certified
A-16042-72253,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,118706,Bachelor's,COMPUTER SCIENCE,7/8/2016,Certified
A-16012-60306,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/8/2016,Certified
A-16048-73776,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/8/2016,Certified
A-16040-71032,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCES,7/8/2016,Certified
A-16040-71093,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/8/2016,Certified
A-16053-75189,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Bachelor's,COMPUTER ENGINEERING,7/8/2016,Certified
A-16034-68603,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),7/8/2016,Certified
A-16034-69068,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101337,Master's,ENGINEERING,7/8/2016,Certified
A-16049-74357,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER SCIENCE,7/8/2016,Certified
A-16049-74529,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER ENGINEERING,7/8/2016,Certified
A-16067-80995,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,INFORMATION NETWORKING (RELATED TO: INFORMATION SYSTEMS),7/8/2016,Certified
A-16048-73947,INDIA,H-1B,MICROSOFT CORPORATION,Cambridge,MA,112632,Master's,ELECTRICAL ENGINEERING,7/8/2016,Certified
A-16038-70181,INDIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCE,7/8/2016,Certified
A-16039-70233,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER ENGINEERING,7/8/2016,Certified
A-16060-78096,HONG KONG,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,MATHEMATICS,7/8/2016,Certified
A-16044-72911,CHINA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,7/8/2016,Certified
A-16068-81524,UKRAINE,J-1,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE,7/8/2016,Certified
A-16041-71705,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,133806,Bachelor's,ENGINEERING,7/8/2016,Certified
A-16027-65887,SERBIA,F-1,MICROSOFT CORPORATION,Redmond,WA,101088,Doctorate,COMPUTER SCIENCE,7/8/2016,Certified
A-16042-71890,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,ELECTRICAL ENGINEERING (ENGINEERING RELATED),7/8/2016,Certified
A-16034-68659,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER ENGINEERING (ENGINEERING RELATED),7/8/2016,Certified
A-16034-68805,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101088,Master's,COMPUTER SCIENCES,7/8/2016,Certified
A-16032-67906,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,117458,Master's,COMPUTER INFORMATION SYSTEMS (INFORMATION SYSTEMS RELATED),7/8/2016,Certified
A-16035-69497,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,101337,Bachelor's,COMPUTER ENGINEERING,7/8/2016,Certified
A-16035-69592,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,84739,Master's,COMPUTER SCIENCE AND ENGINEERING,7/8/2016,Certified
A-16036-70109,INDIA,H-1B,MICROSOFT CORPORATION,Redmond,WA,115814,Master's,ELECTRICAL ENGINEERING,7/8/2016,Certified
